user_id,registration_date,investor_type,nationality,age_bracket,device_type,acquisition_channel,kyc_status
USR00342,2024-12-25,Returning,Emirati,26-32,Desktop,App Store,Verified
USR00343,2025-01-26,First-time,Pakistani Expat,33-40,Desktop,Organic Search,Verified
USR00344,2025-02-11,First-time,Indian Expat,26-32,Desktop,Referral,Verified
USR00345,2025-03-23,First-time,Emirati,26-32,Tablet,Direct,Not Started
USR00346,2025-02-23,Returning,Emirati,41-50,Mobile,Referral,Verified
USR00347,2025-01-10,First-time,Pakistani Expat,26-32,Tablet,Paid Social,Verified
USR00348,2025-03-19,First-time,British Expat,41-50,Tablet,Organic Search,Verified
USR00349,2024-10-06,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR00350,2025-02-13,First-time,Pakistani Expat,51+,Mobile,Paid Social,Pending
USR00351,2024-12-16,Returning,Pakistani Expat,33-40,Desktop,Paid Social,Pending
USR00352,2025-01-11,Returning,Saudi,41-50,Mobile,Referral,Not Started
USR00353,2024-12-15,First-time,Indian Expat,51+,Desktop,Organic Search,Verified
USR00354,2025-02-21,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR00355,2024-11-22,First-time,Emirati,51+,Mobile,Paid Social,Pending
USR00356,2024-11-17,First-time,British Expat,26-32,Mobile,Organic Search,Verified
USR00357,2025-01-10,First-time,British Expat,18-25,Mobile,Organic Search,Pending
USR00358,2024-12-04,First-time,Saudi,33-40,Desktop,Organic Search,Verified
USR00359,2024-12-02,First-time,Emirati,41-50,Desktop,Organic Search,Verified
USR00360,2025-01-24,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR00361,2025-01-05,First-time,Indian Expat,41-50,Mobile,Paid Social,Not Started
USR00362,2024-11-02,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR00363,2024-10-21,First-time,British Expat,33-40,Mobile,Organic Search,Verified
USR00364,2025-01-08,Returning,British Expat,51+,Mobile,Referral,Verified
USR00365,2025-03-26,Returning,Saudi,26-32,Mobile,Paid Social,Verified
USR00366,2025-01-05,First-time,Filipino Expat,41-50,Desktop,Direct,Verified
USR00367,2025-02-12,First-time,Pakistani Expat,33-40,Mobile,Referral,Pending
USR00368,2025-03-02,Returning,Indian Expat,18-25,Mobile,Organic Search,Verified
USR00369,2024-11-22,First-time,Indian Expat,33-40,Mobile,Direct,Verified
USR00370,2025-02-18,First-time,Emirati,51+,Desktop,Email Campaign,Verified
USR00371,2025-02-22,First-time,Emirati,26-32,Tablet,Organic Search,Verified
USR00372,2024-12-26,Returning,Emirati,26-32,Mobile,Paid Social,Pending
USR00373,2024-12-11,Returning,Emirati,41-50,Mobile,Referral,Pending
USR00374,2024-12-01,Returning,Filipino Expat,33-40,Mobile,Referral,Verified
USR00375,2025-02-05,First-time,Indian Expat,26-32,Mobile,Paid Social,Not Started
USR00376,2025-01-18,First-time,Emirati,26-32,Mobile,Email Campaign,Pending
USR00377,2024-12-31,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR00378,2024-10-27,Returning,Other,51+,Mobile,Email Campaign,Verified
USR00379,2024-10-04,First-time,Indian Expat,51+,Desktop,Organic Search,Verified
USR00380,2025-01-10,First-time,Saudi,33-40,Mobile,Paid Social,Pending
USR00381,2025-01-31,First-time,Emirati,33-40,Desktop,App Store,Not Started
USR00382,2025-02-05,First-time,Saudi,33-40,Mobile,Organic Search,Verified
USR00383,2024-12-13,First-time,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR00384,2025-02-25,First-time,Filipino Expat,33-40,Desktop,Email Campaign,Verified
USR00385,2025-03-23,Returning,Filipino Expat,41-50,Mobile,Email Campaign,Verified
USR00386,2025-03-29,First-time,Other,26-32,Mobile,Direct,Pending
USR00387,2025-03-09,Returning,British Expat,33-40,Desktop,Organic Search,Verified
USR00388,2024-12-21,First-time,British Expat,26-32,Mobile,App Store,Not Started
USR00389,2024-10-31,First-time,Saudi,41-50,Mobile,Organic Search,Pending
USR00390,2025-02-24,First-time,Other,51+,Mobile,Direct,Pending
USR00391,2024-10-28,First-time,Indian Expat,41-50,Desktop,Direct,Verified
USR00392,2025-02-25,First-time,Emirati,26-32,Mobile,Organic Search,Pending
USR00393,2025-02-07,Returning,Pakistani Expat,18-25,Desktop,Organic Search,Verified
USR00394,2024-11-17,Returning,Emirati,33-40,Desktop,Paid Social,Pending
USR00395,2024-12-12,First-time,Filipino Expat,51+,Mobile,Email Campaign,Verified
USR00396,2024-12-29,First-time,Emirati,51+,Mobile,App Store,Pending
USR00397,2025-02-19,First-time,Emirati,26-32,Mobile,Direct,Verified
USR00398,2025-01-29,First-time,Indian Expat,26-32,Mobile,Organic Search,Pending
USR00399,2024-12-26,First-time,British Expat,51+,Mobile,Referral,Pending
USR00400,2025-02-18,First-time,British Expat,51+,Mobile,Paid Social,Verified
USR00401,2024-11-12,First-time,Saudi,26-32,Mobile,Organic Search,Not Started
USR00402,2025-03-06,First-time,Saudi,51+,Mobile,Direct,Not Started
USR00403,2025-02-27,Returning,Filipino Expat,41-50,Desktop,Paid Social,Verified
USR00404,2024-12-02,First-time,Indian Expat,41-50,Desktop,Organic Search,Pending
USR00405,2025-01-25,First-time,Emirati,26-32,Desktop,Direct,Verified
USR00406,2024-10-16,Returning,Emirati,33-40,Mobile,Paid Social,Verified
USR00407,2024-11-28,First-time,Indian Expat,26-32,Desktop,Organic Search,Verified
USR00408,2024-10-15,Returning,British Expat,26-32,Mobile,Direct,Verified
USR00409,2024-12-08,Returning,Emirati,26-32,Mobile,Referral,Pending
USR00410,2024-12-18,First-time,Pakistani Expat,18-25,Mobile,Paid Social,Not Started
USR00411,2024-10-16,Returning,Emirati,33-40,Mobile,Organic Search,Verified
USR00412,2024-11-07,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR00413,2024-11-21,Returning,Other,41-50,Mobile,Email Campaign,Verified
USR00414,2025-03-12,First-time,Saudi,41-50,Mobile,Organic Search,Not Started
USR00415,2025-01-23,First-time,Emirati,18-25,Desktop,App Store,Verified
USR00416,2025-02-05,First-time,Emirati,26-32,Desktop,Email Campaign,Verified
USR00417,2024-11-01,Returning,Indian Expat,51+,Desktop,Referral,Verified
USR00418,2025-03-09,Returning,Saudi,51+,Desktop,Organic Search,Verified
USR00419,2025-02-26,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR00420,2025-03-09,First-time,Emirati,41-50,Mobile,Organic Search,Verified
USR00421,2024-12-29,Returning,Emirati,26-32,Mobile,Direct,Verified
USR00422,2024-12-03,First-time,Filipino Expat,33-40,Mobile,App Store,Verified
USR00423,2024-12-25,First-time,Indian Expat,26-32,Mobile,Organic Search,Verified
USR00424,2024-12-13,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR00425,2024-11-09,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR00426,2024-12-27,Returning,Saudi,33-40,Desktop,Email Campaign,Pending
USR00427,2025-01-14,First-time,Other,26-32,Desktop,Email Campaign,Not Started
USR00428,2025-02-07,First-time,British Expat,26-32,Mobile,Organic Search,Verified
USR00429,2024-12-18,First-time,Filipino Expat,51+,Mobile,Referral,Pending
USR00430,2024-11-14,First-time,Emirati,26-32,Desktop,Direct,Pending
USR00431,2025-02-04,First-time,Indian Expat,41-50,Mobile,Direct,Verified
USR00432,2024-10-25,First-time,Emirati,51+,Desktop,Referral,Verified
USR00433,2024-11-11,Returning,Other,33-40,Mobile,Paid Social,Verified
USR00434,2025-03-17,First-time,British Expat,51+,Mobile,Direct,Pending
USR00435,2025-01-26,First-time,Other,33-40,Mobile,Organic Search,Verified
USR00436,2025-03-29,Returning,Indian Expat,51+,Mobile,Paid Social,Pending
USR00437,2024-10-07,First-time,British Expat,18-25,Tablet,Paid Social,Verified
USR00438,2024-12-21,Returning,British Expat,26-32,Tablet,Email Campaign,Verified
USR00439,2024-12-02,First-time,British Expat,18-25,Mobile,Organic Search,Not Started
USR00440,2024-12-05,First-time,Emirati,41-50,Mobile,Paid Social,Not Started
USR00441,2025-01-09,First-time,Pakistani Expat,33-40,Mobile,Referral,Not Started
USR00442,2024-12-27,Returning,Filipino Expat,51+,Mobile,Paid Social,Verified
USR00443,2024-11-21,First-time,Emirati,51+,Mobile,Referral,Pending
USR00444,2025-03-13,Returning,Indian Expat,41-50,Desktop,Direct,Verified
USR00445,2025-01-28,First-time,Indian Expat,26-32,Mobile,Direct,Pending
USR00446,2024-11-23,First-time,Pakistani Expat,41-50,Mobile,Organic Search,Verified
USR00447,2024-10-01,Returning,Other,26-32,Mobile,Organic Search,Verified
USR00448,2024-12-09,First-time,Emirati,26-32,Mobile,Direct,Not Started
USR00449,2025-03-29,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR00450,2025-01-20,First-time,British Expat,33-40,Mobile,App Store,Verified
USR00451,2025-02-19,First-time,Pakistani Expat,26-32,Desktop,Direct,Verified
USR00452,2024-11-19,First-time,Saudi,41-50,Mobile,Email Campaign,Verified
USR00453,2024-10-18,First-time,Saudi,18-25,Desktop,Referral,Not Started
USR00454,2025-02-21,First-time,British Expat,51+,Mobile,Organic Search,Pending
USR00455,2025-02-26,First-time,Other,41-50,Desktop,Direct,Verified
USR00456,2024-11-18,First-time,Indian Expat,33-40,Mobile,Organic Search,Pending
USR00457,2024-11-24,First-time,British Expat,26-32,Mobile,Paid Social,Pending
USR00458,2025-03-27,First-time,Emirati,26-32,Desktop,Referral,Verified
USR00459,2024-12-13,First-time,Indian Expat,33-40,Desktop,Organic Search,Not Started
USR00460,2025-02-15,Returning,Pakistani Expat,33-40,Desktop,Paid Social,Verified
USR00461,2024-12-11,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR00462,2025-01-18,First-time,Filipino Expat,26-32,Mobile,Paid Social,Verified
USR00463,2025-03-07,Returning,Saudi,26-32,Mobile,App Store,Verified
USR00464,2024-11-16,Returning,Pakistani Expat,33-40,Mobile,Email Campaign,Verified
USR00465,2024-10-08,First-time,Emirati,33-40,Mobile,Direct,Pending
USR00466,2025-03-18,Returning,Indian Expat,26-32,Desktop,Direct,Verified
USR00467,2024-10-01,First-time,Indian Expat,41-50,Mobile,Referral,Verified
USR00468,2024-10-15,First-time,Other,33-40,Mobile,Organic Search,Not Started
USR00469,2024-12-03,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR00470,2025-02-01,Returning,Indian Expat,18-25,Mobile,Organic Search,Verified
USR00471,2024-12-10,Returning,Indian Expat,51+,Mobile,Paid Social,Verified
USR00472,2024-10-25,First-time,Indian Expat,26-32,Mobile,Organic Search,Verified
USR00473,2024-12-05,First-time,Saudi,26-32,Tablet,App Store,Pending
USR00474,2025-03-07,First-time,Saudi,33-40,Tablet,Referral,Pending
USR00475,2024-12-02,First-time,British Expat,26-32,Mobile,Organic Search,Pending
USR00476,2025-01-16,Returning,British Expat,51+,Mobile,Email Campaign,Verified
USR00477,2024-11-25,First-time,Emirati,41-50,Desktop,Referral,Verified
USR00478,2024-12-11,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Verified
USR00479,2024-10-19,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR00480,2024-12-26,First-time,Saudi,33-40,Mobile,Direct,Pending
USR00481,2024-11-02,Returning,Indian Expat,41-50,Desktop,Email Campaign,Verified
USR00482,2025-01-17,First-time,Saudi,41-50,Mobile,Organic Search,Pending
USR00483,2024-11-30,Returning,British Expat,33-40,Desktop,Email Campaign,Verified
USR00484,2024-12-02,First-time,Saudi,51+,Desktop,Referral,Pending
USR00485,2024-12-30,Returning,Indian Expat,33-40,Tablet,App Store,Verified
USR00486,2025-03-07,First-time,Emirati,26-32,Mobile,Referral,Pending
USR00487,2025-03-09,First-time,Saudi,41-50,Mobile,Paid Social,Verified
USR00488,2024-11-02,First-time,Indian Expat,33-40,Mobile,Paid Social,Verified
USR00489,2024-12-08,Returning,Emirati,33-40,Mobile,App Store,Verified
USR00490,2025-02-14,Returning,Pakistani Expat,26-32,Tablet,Referral,Verified
USR00491,2025-03-06,Returning,Indian Expat,41-50,Mobile,Direct,Verified
USR00492,2024-11-09,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Verified
USR00493,2025-03-25,First-time,Indian Expat,41-50,Desktop,Organic Search,Pending
USR00494,2025-03-28,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR00495,2024-11-08,First-time,Emirati,33-40,Tablet,Paid Social,Pending
USR00496,2025-01-12,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR00497,2024-12-18,Returning,Indian Expat,41-50,Mobile,Organic Search,Verified
USR00498,2024-11-09,First-time,Indian Expat,26-32,Desktop,Paid Social,Pending
USR00499,2024-11-11,First-time,Saudi,41-50,Desktop,Organic Search,Verified
USR00500,2025-03-09,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR00501,2024-10-05,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR00502,2025-03-04,Returning,Emirati,41-50,Desktop,Email Campaign,Not Started
USR00503,2025-02-17,Returning,Filipino Expat,18-25,Desktop,App Store,Verified
USR00504,2024-11-19,First-time,Emirati,41-50,Desktop,Organic Search,Verified
USR00505,2024-10-18,First-time,Emirati,26-32,Mobile,Direct,Verified
USR00506,2025-01-20,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR00507,2024-11-22,Returning,Pakistani Expat,33-40,Mobile,Direct,Verified
USR00508,2024-11-11,First-time,Emirati,26-32,Mobile,Paid Social,Not Started
USR00509,2024-10-30,First-time,Saudi,41-50,Tablet,Direct,Pending
USR00510,2024-11-04,First-time,Saudi,18-25,Mobile,Referral,Verified
USR00511,2024-11-25,First-time,Filipino Expat,33-40,Mobile,Organic Search,Verified
USR00512,2025-03-02,Returning,Pakistani Expat,51+,Mobile,Organic Search,Verified
USR00513,2024-12-18,First-time,Indian Expat,51+,Mobile,Referral,Verified
USR00514,2025-03-25,First-time,Indian Expat,51+,Mobile,Organic Search,Verified
USR00515,2025-01-09,Returning,Emirati,26-32,Mobile,Referral,Verified
USR00516,2024-11-05,First-time,Other,41-50,Mobile,Direct,Not Started
USR00517,2024-11-16,First-time,Pakistani Expat,26-32,Mobile,Referral,Pending
USR00518,2024-11-12,First-time,Indian Expat,51+,Mobile,Paid Social,Verified
USR00519,2024-10-19,First-time,Filipino Expat,26-32,Desktop,Email Campaign,Not Started
USR00520,2025-01-07,Returning,British Expat,41-50,Mobile,Paid Social,Pending
USR00521,2024-10-12,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR00522,2025-03-08,First-time,British Expat,51+,Desktop,Paid Social,Pending
USR00523,2025-03-03,First-time,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR00524,2025-03-28,First-time,Indian Expat,51+,Desktop,Paid Social,Verified
USR00525,2025-01-10,First-time,Indian Expat,26-32,Desktop,Referral,Pending
USR00526,2025-02-11,Returning,British Expat,41-50,Desktop,Direct,Verified
USR00527,2024-12-06,First-time,Indian Expat,41-50,Mobile,Referral,Verified
USR00528,2024-11-06,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR00529,2024-11-30,First-time,Indian Expat,33-40,Desktop,Direct,Verified
USR00530,2024-12-14,Returning,British Expat,51+,Mobile,Organic Search,Verified
USR00531,2024-10-19,Returning,British Expat,26-32,Mobile,Paid Social,Verified
USR00532,2024-11-06,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR00533,2024-10-15,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR00534,2024-11-23,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR00535,2025-01-11,Returning,British Expat,33-40,Mobile,Direct,Verified
USR00536,2025-02-14,First-time,British Expat,18-25,Mobile,Direct,Not Started
USR00537,2024-12-26,Returning,Emirati,26-32,Mobile,Referral,Verified
USR00538,2024-10-17,First-time,Emirati,41-50,Mobile,Paid Social,Verified
USR00539,2025-02-11,First-time,Filipino Expat,26-32,Mobile,Organic Search,Pending
USR00540,2024-11-22,First-time,Other,51+,Mobile,Paid Social,Verified
USR00541,2025-01-10,Returning,Emirati,51+,Mobile,App Store,Verified
USR00542,2025-02-25,First-time,Other,26-32,Mobile,Email Campaign,Not Started
USR00543,2025-03-27,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR00544,2024-11-29,Returning,Saudi,51+,Desktop,Referral,Verified
USR00545,2024-11-26,Returning,Saudi,33-40,Mobile,Email Campaign,Verified
USR00546,2024-12-03,Returning,Other,26-32,Mobile,Organic Search,Verified
USR00547,2024-11-04,First-time,Pakistani Expat,41-50,Desktop,Organic Search,Verified
USR00548,2025-02-15,First-time,Emirati,33-40,Tablet,Email Campaign,Pending
USR00549,2024-12-28,First-time,Saudi,41-50,Desktop,Organic Search,Verified
USR00550,2024-10-04,Returning,Pakistani Expat,26-32,Mobile,Paid Social,Verified
USR00551,2025-02-05,First-time,Emirati,26-32,Desktop,Direct,Not Started
USR00552,2024-12-02,First-time,Saudi,33-40,Mobile,Email Campaign,Pending
USR00553,2024-11-03,First-time,Saudi,41-50,Mobile,Direct,Not Started
USR00554,2024-11-07,First-time,Emirati,33-40,Mobile,Paid Social,Not Started
USR00555,2025-02-26,First-time,Emirati,33-40,Desktop,Referral,Not Started
USR00556,2024-10-19,First-time,Filipino Expat,41-50,Mobile,Email Campaign,Pending
USR00557,2024-11-17,First-time,British Expat,26-32,Tablet,Organic Search,Verified
USR00558,2025-02-11,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Not Started
USR00559,2024-11-18,Returning,Emirati,33-40,Mobile,Referral,Verified
USR00560,2025-03-30,First-time,Emirati,33-40,Desktop,Direct,Pending
USR00561,2024-11-26,First-time,Indian Expat,26-32,Desktop,Direct,Pending
USR00562,2024-11-19,First-time,Indian Expat,41-50,Mobile,Referral,Not Started
USR00563,2024-12-13,First-time,Indian Expat,33-40,Desktop,Direct,Pending
USR00564,2024-12-01,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR00565,2024-11-28,First-time,Pakistani Expat,41-50,Mobile,Paid Social,Verified
USR00566,2025-03-06,First-time,Pakistani Expat,41-50,Mobile,Organic Search,Not Started
USR00567,2025-03-08,First-time,Indian Expat,41-50,Mobile,Email Campaign,Not Started
USR00568,2025-01-24,First-time,Saudi,33-40,Mobile,Referral,Verified
USR00569,2024-12-11,First-time,Saudi,33-40,Mobile,App Store,Verified
USR00570,2024-11-14,Returning,British Expat,51+,Desktop,Paid Social,Verified
USR00571,2025-01-10,First-time,Saudi,41-50,Desktop,Organic Search,Pending
USR00572,2024-10-26,First-time,Emirati,26-32,Mobile,Direct,Not Started
USR00573,2024-11-10,Returning,Pakistani Expat,33-40,Tablet,Direct,Verified
USR00574,2024-10-07,First-time,Saudi,26-32,Desktop,Direct,Verified
USR00575,2025-01-07,First-time,Indian Expat,33-40,Mobile,Organic Search,Verified
USR00576,2025-01-07,First-time,Indian Expat,33-40,Mobile,Email Campaign,Not Started
USR00577,2025-03-24,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR00578,2024-11-28,First-time,Other,33-40,Desktop,Paid Social,Verified
USR00579,2025-01-10,Returning,British Expat,26-32,Mobile,App Store,Verified
USR00580,2025-02-02,First-time,Pakistani Expat,18-25,Mobile,Paid Social,Verified
USR00581,2025-01-10,First-time,Indian Expat,33-40,Mobile,Referral,Verified
USR00582,2025-03-11,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR00583,2024-12-02,Returning,Emirati,51+,Desktop,Referral,Verified
USR00584,2025-03-22,First-time,Saudi,26-32,Mobile,Direct,Not Started
USR00585,2024-12-21,First-time,Indian Expat,26-32,Mobile,Organic Search,Verified
USR00586,2024-10-18,Returning,Indian Expat,41-50,Tablet,Referral,Pending
USR00587,2024-11-21,First-time,Emirati,41-50,Mobile,Paid Social,Pending
USR00588,2025-03-05,First-time,Indian Expat,18-25,Mobile,Direct,Verified
USR00589,2025-03-28,First-time,Indian Expat,41-50,Mobile,Referral,Not Started
USR00590,2024-12-12,First-time,Emirati,51+,Desktop,Organic Search,Verified
USR00591,2025-01-24,First-time,Saudi,26-32,Mobile,Paid Social,Pending
